"","ID","week","tumor_vol","block","treat"
"659","520-1",6,0,"OB","AdLib"
"660","520-1",7,0,"OB","AdLib"
"661","520-1",8,0,"OB","AdLib"
"662","522-1",0,0.69,"L","WM"
"663","522-1",1,0.48,"L","WM"
"664","522-1",2,0.84,"L","WM"
"665","522-1",3,0.2,"L","WM"
"666","522-1",4,0.15,"L","WM"
"667","522-1",5,0.05,"L","WM"
"668","522-1",6,0.06,"L","WM"
"669","522-1",7,0.04,"L","WM"
"670","522-1",8,0.18,"L","WM"
"671","523-1",0,2.27,"L","AdLib"
"672","523-1",1,3.38,"L","AdLib"
"673","523-1",2,2.71,"L","AdLib"
"674","523-1",3,3.54,"L","AdLib"
"675","523-1",4,3.6,"L","AdLib"
"676","523-1",5,4.89,"L","AdLib"
"677","523-1",6,6.28,"L","AdLib"
"678","523-1",7,6.03,"L","AdLib"
"679","523-1",8,8.03,"L","AdLib"
"680","536-1",0,0.03,"L","AdLib"
"681","536-1",1,0.03,"L","AdLib"
"682","536-2",0,7.6,"L","AdLib"
"683","536-2",1,7.57,"L","AdLib"
"684","550-1",0,0.29,"L","AdLib"
"685","550-1",1,0.24,"L","AdLib"
"686","550-1",2,0.03,"L","AdLib"
"687","550-1",3,0.02,"L","AdLib"
"688","550-1",4,0.02,"L","AdLib"
"689","550-1",5,0.01,"L","AdLib"
"690","550-1",6,0.01,"L","AdLib"
"691","550-1",7,0,"L","AdLib"
"692","550-1",8,0,"L","AdLib"
"693","550-2",0,0.02,"L","AdLib"
"694","550-2",1,0.01,"L","AdLib"
"695","550-2",2,0,"L","AdLib"
"696","550-2",3,0,"L","AdLib"
"697","550-2",4,0.01,"L","AdLib"
"698","550-2",5,0,"L","AdLib"
"699","550-2",6,0,"L","AdLib"
"700","550-2",7,0,"L","AdLib"
"701","550-2",8,0,"L","AdLib"
"702","551-1",0,1.04,"OB","AdLib"
"703","551-1",1,1.29,"OB","AdLib"
"704","551-1",2,1.29,"OB","AdLib"
"705","551-1",3,1.85,"OB","AdLib"
"706","551-1",4,2.62,"OB","AdLib"
"707","551-1",5,2.85,"OB","AdLib"
"708","551-1",6,3.07,"OB","AdLib"
"709","551-1",7,3.5,"OB","AdLib"
"710","551-1",8,3.09,"OB","AdLib"
"711","551-2",0,0,"OB","AdLib"
"712","551-2",1,0,"OB","AdLib"
"713","551-2",2,0,"OB","AdLib"
"714","551-2",3,0.84,"OB","AdLib"
"715","551-2",4,0.67,"OB","AdLib"
"716","551-2",5,1.22,"OB","AdLib"
"717","551-2",6,1.28,"OB","AdLib"
"718","551-2",7,1.59,"OB","AdLib"
"719","551-2",8,1.96,"OB","AdLib"
"720","552-1",0,1.02,"L","WM"
"721","552-1",1,0.62,"L","WM"
"722","552-1",2,0.54,"L","WM"
"723","552-1",3,0.68,"L","WM"
"724","552-1",4,0.95,"L","WM"
"725","552-1",5,1.02,"L","WM"
"726","552-1",6,1.06,"L","WM"
"727","552-1",7,1.89,"L","WM"
"728","552-1",8,1.78,"L","WM"
"729","555-1",0,1.05,"OB","WM"
"730","555-1",1,0.47,"OB","WM"
"731","555-1",2,0.36,"OB","WM"
"732","555-1",3,0.31,"OB","WM"
"733","555-1",4,0.11,"OB","WM"
"734","555-1",5,0.26,"OB","WM"
"735","555-1",6,0.16,"OB","WM"
"736","555-1",7,0.11,"OB","WM"
"737","555-1",8,0.16,"OB","WM"
"738","555-2",0,0,"OB","WM"
"739","555-2",1,0,"OB","WM"
"740","555-2",2,0,"OB","WM"
"741","555-2",3,0,"OB","WM"
"742","555-2",4,0,"OB","WM"
"743","555-2",5,0,"OB","WM"
"744","555-2",6,0,"OB","WM"
"745","555-2",7,0,"OB","WM"
"746","555-2",8,0.03,"OB","WM"
"747","557-1",0,1.57,"L","WM"
"748","557-1",1,0.47,"L","WM"
"749","557-1",2,0.2,"L","WM"
"750","557-1",3,0.08,"L","WM"
"751","557-1",4,0.11,"L","WM"
"752","557-1",5,0.08,"L","WM"
"753","557-1",6,0.06,"L","WM"
"754","557-1",7,0.05,"L","WM"
"755","557-1",8,0.07,"L","WM"
"756","557-2",0,0.94,"L","WM"
"757","557-2",1,0.9,"L","WM"
"758","557-2",2,0.23,"L","WM"
"759","557-2",3,0.08,"L","WM"
"760","557-2",4,0.07,"L","WM"
"761","557-2",5,0.06,"L","WM"
"762","557-2",6,0.03,"L","WM"
"763","557-2",7,0.02,"L","WM"
"764","557-2",8,0.02,"L","WM"
"765","561-1",0,0.31,"L","WM"
"766","561-1",1,0.19,"L","WM"
"767","561-1",2,0.03,"L","WM"
"768","561-1",3,0.04,"L","WM"
"769","561-1",4,0.13,"L","WM"
"770","561-1",5,0.09,"L","WM"
"771","561-1",6,0.07,"L","WM"
"772","561-1",7,0.01,"L","WM"
"773","561-1",8,0.02,"L","WM"
"774","571-1",0,2.93,"L","WM"
"775","571-1",1,1.8,"L","WM"
"776","571-1",2,0.73,"L","WM"
"777","571-1",3,0.41,"L","WM"
"778","571-1",4,0.21,"L","WM"
"779","571-1",5,0.1,"L","WM"
"780","571-1",6,0.08,"L","WM"
"781","571-1",7,0.1,"L","WM"
"782","571-1",8,0.18,"L","WM"
"783","573-1",0,0.49,"L","AdLib"
"784","573-1",1,0.34,"L","AdLib"
"785","573-1",2,0.05,"L","AdLib"
"786","573-1",3,0.1,"L","AdLib"
"787","573-1",4,0.8,"L","AdLib"
"788","573-1",5,0.97,"L","AdLib"
"789","573-1",6,1.71,"L","AdLib"
"790","573-1",7,1.54,"L","AdLib"
"791","573-1",8,0.64,"L","AdLib"
"792","573-3",0,0,"L","AdLib"
"793","573-3",1,0,"L","AdLib"
"794","573-3",2,0,"L","AdLib"
"795","573-3",3,0.02,"L","AdLib"
"796","573-3",4,0.31,"L","AdLib"
"797","573-3",5,0.48,"L","AdLib"
"798","573-3",6,1.32,"L","AdLib"
"799","573-3",7,1.75,"L","AdLib"
"800","573-3",8,2.88,"L","AdLib"
"801","573-5",0,0,"L","AdLib"
"802","573-5",1,0,"L","AdLib"
"803","573-5",2,0,"L","AdLib"
"804","573-5",3,0,"L","AdLib"
"805","573-5",4,0,"L","AdLib"
"806","573-5",5,0,"L","AdLib"
"807","573-5",6,0.36,"L","AdLib"
"808","573-5",7,1.28,"L","AdLib"
"809","573-5",8,1.35,"L","AdLib"
"810","584-1",0,1.27,"L","AdLib"
"811","584-1",1,0.8,"L","AdLib"
"812","584-1",2,0.24,"L","AdLib"
"813","584-1",3,0.55,"L","AdLib"
"814","584-1",4,1.45,"L","AdLib"
"815","584-1",5,0.3,"L","AdLib"
"816","584-1",6,0.19,"L","AdLib"
"817","584-1",7,0.17,"L","AdLib"
"818","591-2",0,1.93,"L","AdLib"
"819","591-2",1,1.37,"L","AdLib"
"820","591-2",2,0.83,"L","AdLib"
"821","591-2",3,0.76,"L","AdLib"
"822","591-2",4,0.35,"L","AdLib"
"823","591-2",5,0.27,"L","AdLib"
"824","591-2",6,0.39,"L","AdLib"
"825","591-2",7,0.34,"L","AdLib"
"826","591-2",8,0.29,"L","AdLib"
"827","592-1",0,1.22,"OB","WM"
"828","592-1",1,1,"OB","WM"
"829","592-1",2,1.09,"OB","WM"
"830","592-1",3,0.85,"OB","WM"
"831","592-1",4,0.95,"OB","WM"
"832","592-1",5,1.27,"OB","WM"
"833","592-1",6,0.85,"OB","WM"
"834","592-1",7,0.83,"OB","WM"
"835","592-1",8,0.75,"OB","WM"
"836","595-1",0,2.12,"L","WM"
"837","595-1",1,0.57,"L","WM"
"838","595-1",2,0.2,"L","WM"
"839","595-1",3,0.08,"L","WM"
"840","595-1",4,0.1,"L","WM"
"841","595-1",5,0.08,"L","WM"
"842","595-1",6,0.04,"L","WM"
"843","595-1",7,0.04,"L","WM"
"844","595-1",8,0.04,"L","WM"
"845","605-1",0,2.4,"L","AdLib"
"846","605-1",1,0.87,"L","AdLib"
"847","605-1",2,0.54,"L","AdLib"
"848","605-1",3,0.13,"L","AdLib"
"849","605-1",4,0.11,"L","AdLib"
"850","605-1",5,0.14,"L","AdLib"
"851","605-1",6,0.14,"L","AdLib"
"852","605-1",7,0.14,"L","AdLib"
"853","605-1",8,0.05,"L","AdLib"
"854","608-1",0,0.4,"L","WM"
"855","608-1",1,0.17,"L","WM"
"856","608-1",2,0.05,"L","WM"
"857","608-1",3,0,"L","WM"
"858","608-1",4,0,"L","WM"
"859","608-1",5,0,"L","WM"
"860","608-1",6,0,"L","WM"
"861","608-1",7,0,"L","WM"
"862","608-1",8,0,"L","WM"
"863","608-2",0,1.36,"L","WM"
"864","608-2",1,2.12,"L","WM"
"865","608-2",2,0.55,"L","WM"
"866","608-2",3,0.26,"L","WM"
"867","608-2",4,0.13,"L","WM"
"868","608-2",5,0.21,"L","WM"
"869","608-2",6,0.11,"L","WM"
"870","608-2",7,0.04,"L","WM"
"871","608-2",8,0,"L","WM"
"872","608-3",0,0,"L","WM"
"873","608-3",1,0.26,"L","WM"
"874","608-3",2,0.24,"L","WM"
"875","608-3",3,0.07,"L","WM"
"876","608-3",4,0.01,"L","WM"
"877","608-3",5,0.04,"L","WM"
"878","608-3",6,0.06,"L","WM"
"879","608-3",7,0.15,"L","WM"
"880","608-3",8,0.14,"L","WM"
"881","615-1",0,4.98,"L","AdLib"
"882","615-1",1,4.65,"L","AdLib"
"883","615-1",2,5.54,"L","AdLib"
"884","615-1",3,4.57,"L","AdLib"
"885","615-1",4,8.36,"L","AdLib"
"886","615-1",5,8.01,"L","AdLib"
"887","615-1",6,12.83,"L","AdLib"
"888","615-1",7,16.59,"L","AdLib"
"889","615-2",0,0,"L","AdLib"
"890","615-2",1,0,"L","AdLib"
"891","615-2",2,0,"L","AdLib"
"892","615-2",3,0,"L","AdLib"
"893","615-2",4,0,"L","AdLib"
"894","615-2",5,0,"L","AdLib"
"895","615-2",6,0,"L","AdLib"
"896","615-2",7,0.03,"L","AdLib"
"897","616-1",0,6.8,"OB","AdLib"
"898","616-1",1,8.68,"OB","AdLib"
"899","616-1",2,10.29,"OB","AdLib"
"900","616-2",0,0,"OB","AdLib"
"901","616-2",1,0,"OB","AdLib"
"902","616-2",2,0.03,"OB","AdLib"
"903","617-1",0,1.18,"L","AdLib"
"904","617-1",1,2.55,"L","AdLib"
"905","617-1",2,2.28,"L","AdLib"
"906","617-1",3,0.74,"L","AdLib"
"907","617-1",4,0.64,"L","AdLib"
"908","617-1",5,0.58,"L","AdLib"
"909","617-1",6,0.46,"L","AdLib"
"910","617-1",7,0.45,"L","AdLib"
"911","617-1",8,0.16,"L","AdLib"
"912","617-2",0,0.19,"L","AdLib"
"913","617-2",1,0.62,"L","AdLib"
"914","617-2",2,0.36,"L","AdLib"
"915","617-2",3,0.25,"L","AdLib"
"916","617-2",4,0.35,"L","AdLib"
"917","617-2",5,0.81,"L","AdLib"
"918","617-2",6,1.84,"L","AdLib"
"919","617-2",7,4.21,"L","AdLib"
"920","617-2",8,6.65,"L","AdLib"
"921","627-1",0,2.06,"OB","AdLib"
"922","627-1",1,0.83,"OB","AdLib"
"923","627-1",2,0.66,"OB","AdLib"
"924","627-1",3,0.44,"OB","AdLib"
"925","627-1",4,0.29,"OB","AdLib"
"926","627-1",5,0.27,"OB","AdLib"
"927","627-1",6,0.17,"OB","AdLib"
"928","627-1",7,0.03,"OB","AdLib"
"929","627-1",8,0,"OB","AdLib"
"930","628-1",0,1.09,"L","AdLib"
"931","628-1",1,1.87,"L","AdLib"
"932","628-1",2,0.35,"L","AdLib"
"933","628-1",3,0.07,"L","AdLib"
"934","628-1",4,0.22,"L","AdLib"
"935","628-1",5,0.19,"L","AdLib"
"936","628-1",6,0.03,"L","AdLib"
"937","628-1",7,0.44,"L","AdLib"
"938","628-1",8,1.03,"L","AdLib"
"939","630-1",0,0.11,"OB","AdLib"
"940","630-1",1,0.01,"OB","AdLib"
"941","630-1",2,0.02,"OB","AdLib"
"942","630-1",3,0,"OB","AdLib"
"943","630-1",4,0,"OB","AdLib"
"944","630-1",5,0,"OB","AdLib"
"945","630-1",6,0,"OB","AdLib"
"946","630-1",7,0,"OB","AdLib"
"947","630-1",8,0.02,"OB","AdLib"
"948","630-2",0,0.31,"OB","AdLib"
"949","630-2",1,0.25,"OB","AdLib"
"950","630-2",2,0.17,"OB","AdLib"
"951","630-2",3,0.03,"OB","AdLib"
"952","630-2",4,0.01,"OB","AdLib"
"953","630-2",5,0.01,"OB","AdLib"
"954","630-2",6,0.01,"OB","AdLib"
"955","630-2",7,0.01,"OB","AdLib"
"956","630-2",8,0.05,"OB","AdLib"
"957","630-3",0,0,"OB","AdLib"
"958","630-3",1,0.01,"OB","AdLib"
"959","630-3",2,0,"OB","AdLib"
"960","630-3",3,0,"OB","AdLib"
"961","630-3",4,0,"OB","AdLib"
"962","630-3",5,0,"OB","AdLib"
"963","630-3",6,0,"OB","AdLib"
"964","630-3",7,0,"OB","AdLib"
"965","630-3",8,0,"OB","AdLib"
"966","630-4",0,0,"OB","AdLib"
"967","630-4",1,0.01,"OB","AdLib"
"968","630-4",2,0,"OB","AdLib"
"969","630-4",3,0,"OB","AdLib"
"970","630-4",4,0,"OB","AdLib"
"971","630-4",5,0,"OB","AdLib"
"972","630-4",6,0,"OB","AdLib"
"973","630-4",7,0,"OB","AdLib"
"974","630-4",8,0,"OB","AdLib"
"975","630-5",0,0,"OB","AdLib"
"976","630-5",1,0,"OB","AdLib"
"977","630-5",2,0,"OB","AdLib"
"978","630-5",3,0,"OB","AdLib"
"979","630-5",4,0,"OB","AdLib"
"980","630-5",5,0,"OB","AdLib"
"981","630-5",6,0,"OB","AdLib"
"982","630-5",7,0,"OB","AdLib"
"983","630-5",8,0,"OB","AdLib"
"984","632-1",0,1.04,"L","AdLib"
"985","632-1",1,1.48,"L","AdLib"
"986","632-1",2,1.45,"L","AdLib"
"987","632-1",3,1.89,"L","AdLib"
"988","632-1",4,2.31,"L","AdLib"
"989","632-1",5,1.48,"L","AdLib"
"990","632-1",6,0.86,"L","AdLib"
"991","632-1",7,0.82,"L","AdLib"
"992","632-1",8,0.37,"L","AdLib"
"993","632-2",0,0.15,"L","AdLib"
"994","632-2",1,0.01,"L","AdLib"
"995","632-2",2,0.01,"L","AdLib"
"996","632-2",3,0,"L","AdLib"
"997","632-2",4,0,"L","AdLib"
"998","632-2",5,0.02,"L","AdLib"
"999","632-2",6,0,"L","AdLib"
"1000","632-2",7,0.05,"L","AdLib"
"1001","632-2",8,0.01,"L","AdLib"
"1002","632-3",0,0,"L","AdLib"
"1003","632-3",1,0,"L","AdLib"
"1004","632-3",2,0,"L","AdLib"
"1005","632-3",3,0,"L","AdLib"
"1006","632-3",4,0,"L","AdLib"
"1007","632-3",5,0,"L","AdLib"
"1008","632-3",6,0,"L","AdLib"
"1009","632-3",7,0,"L","AdLib"
"1010","632-3",8,0,"L","AdLib"
"1011","641-1",0,0.31,"L","AdLib"
"1012","641-1",1,0.22,"L","AdLib"
"1013","641-1",2,0.03,"L","AdLib"
"1014","641-1",3,0.07,"L","AdLib"
"1015","641-1",4,0.01,"L","AdLib"
"1016","641-1",5,0.01,"L","AdLib"
"1017","641-1",6,0.04,"L","AdLib"
"1018","641-1",7,0.01,"L","AdLib"
"1019","641-1",8,0.09,"L","AdLib"
"1020","641-2",0,5.64,"L","AdLib"
"1021","641-2",1,5.09,"L","AdLib"
"1022","641-2",2,2.12,"L","AdLib"
"1023","641-2",3,1.81,"L","AdLib"
"1024","641-2",4,1.7,"L","AdLib"
"1025","641-2",5,1.99,"L","AdLib"
"1026","641-2",6,1.34,"L","AdLib"
"1027","641-2",7,1.27,"L","AdLib"
"1028","641-2",8,0,"L","AdLib"
"1029","653-1",0,3.32,"OB","AdLib"
"1030","653-1",1,2.73,"OB","AdLib"
"1031","653-1",2,1.41,"OB","AdLib"
"1032","653-2",0,0.05,"OB","AdLib"
"1033","653-2",1,0.01,"OB","AdLib"
"1034","653-2",2,0,"OB","AdLib"
"1035","653-2",3,0,"OB","AdLib"
"1036","653-2",4,0,"OB","AdLib"
"1037","653-2",5,0,"OB","AdLib"
"1038","653-2",6,0,"OB","AdLib"
"1039","653-2",7,0,"OB","AdLib"
"1040","653-2",8,0,"OB","AdLib"
"1041","666-1",0,3.41,"L","AdLib"
"1042","666-1",1,1.98,"L","AdLib"
"1043","666-1",2,0.33,"L","AdLib"
"1044","666-1",3,0.84,"L","AdLib"
"1045","666-1",4,0.66,"L","AdLib"
"1046","666-1",5,0.28,"L","AdLib"
"1047","666-1",6,0.39,"L","AdLib"
"1048","666-1",7,0.38,"L","AdLib"
"1049","666-1",8,0.62,"L","AdLib"
"1050","666-2",0,2.21,"L","AdLib"
"1051","666-2",1,1.76,"L","AdLib"
"1052","666-2",2,0.61,"L","AdLib"
"1053","666-2",3,0.48,"L","AdLib"
"1054","666-2",4,0.53,"L","AdLib"
"1055","666-2",5,0.39,"L","AdLib"
"1056","666-2",6,0.22,"L","AdLib"
"1057","666-2",7,0.09,"L","AdLib"
"1058","666-2",8,0.38,"L","AdLib"
"1059","680-1",0,6.08,"L","AdLib"
"1060","680-1",1,5.8,"L","AdLib"
"1061","680-1",2,3.29,"L","AdLib"
"1062","680-1",3,1.89,"L","AdLib"
"1063","680-1",4,1.54,"L","AdLib"
"1064","680-1",5,0.92,"L","AdLib"
"1065","680-1",6,1.45,"L","AdLib"
"1066","680-1",7,0.85,"L","AdLib"
"1067","680-1",8,0.91,"L","AdLib"
"1068","680-2",0,0,"L","AdLib"
"1069","680-2",1,0.01,"L","AdLib"
"1070","680-2",2,0,"L","AdLib"
"1071","680-2",3,0,"L","AdLib"
"1072","680-2",4,0,"L","AdLib"
"1073","680-2",5,0,"L","AdLib"
"1074","680-2",6,0,"L","AdLib"
"1075","680-2",7,0,"L","AdLib"
"1076","680-2",8,0,"L","AdLib"
"1077","681-1",0,0.75,"L","AdLib"
"1078","681-1",1,0.37,"L","AdLib"
"1079","681-1",2,0.19,"L","AdLib"
"1080","681-1",3,0.01,"L","AdLib"
"1081","681-1",4,0.01,"L","AdLib"
"1082","681-1",5,0.01,"L","AdLib"
"1083","681-1",6,0.07,"L","AdLib"
"1084","681-1",7,0.02,"L","AdLib"
"1085","681-1",8,0.03,"L","AdLib"
"1086","681-2",0,0.12,"L","AdLib"
"1087","681-2",1,0.07,"L","AdLib"
"1088","681-2",2,0.01,"L","AdLib"
"1089","681-2",3,0,"L","AdLib"
"1090","681-2",4,0,"L","AdLib"
"1091","681-2",5,0,"L","AdLib"
"1092","681-2",6,0,"L","AdLib"
"1093","681-2",7,0,"L","AdLib"
"1094","681-2",8,0,"L","AdLib"
"1095","681-3",0,0.01,"L","AdLib"
"1096","681-3",1,0,"L","AdLib"
"1097","681-3",2,0.03,"L","AdLib"
"1098","681-3",3,0,"L","AdLib"
"1099","681-3",4,0,"L","AdLib"
"1100","681-3",5,0,"L","AdLib"
"1101","681-3",6,0,"L","AdLib"
"1102","681-3",7,0,"L","AdLib"
"1103","681-3",8,0,"L","AdLib"
"1104","683-1",0,0,"OB","AdLib"
"1105","683-1",1,0.01,"OB","AdLib"
"1106","683-1",2,0,"OB","AdLib"
"1107","683-1",3,0,"OB","AdLib"
"1108","683-1",4,0,"OB","AdLib"
"1109","683-1",5,0,"OB","AdLib"
"1110","683-1",6,0,"OB","AdLib"
"1111","683-1",7,0,"OB","AdLib"
"1112","683-1",8,0,"OB","AdLib"
"1113","686-1",0,0.97,"L","AdLib"
"1114","686-1",1,0.34,"L","AdLib"
"1115","686-1",2,0.22,"L","AdLib"
"1116","686-1",3,0.05,"L","AdLib"
"1117","686-1",4,0.1,"L","AdLib"
"1118","686-1",5,0.12,"L","AdLib"
"1119","686-1",6,0.02,"L","AdLib"
"1120","686-1",7,0.08,"L","AdLib"
"1121","686-1",8,0.03,"L","AdLib"
"1122","691-1",0,0.35,"L","AdLib"
"1123","691-1",1,0.46,"L","AdLib"
"1124","691-1",2,0.52,"L","AdLib"
"1125","691-1",3,0.28,"L","AdLib"
"1126","691-1",4,0.44,"L","AdLib"
"1127","691-1",5,0.31,"L","AdLib"
"1128","691-1",6,0.68,"L","AdLib"
"1129","691-1",7,0.45,"L","AdLib"
"1130","691-1",8,0.53,"L","AdLib"
"1131","691-2",0,1.08,"L","AdLib"
"1132","691-2",1,1.6,"L","AdLib"
"1133","691-2",2,0.93,"L","AdLib"
"1134","691-2",3,0.53,"L","AdLib"
"1135","691-2",4,0.43,"L","AdLib"
"1136","691-2",5,0.32,"L","AdLib"
"1137","691-2",6,0.5,"L","AdLib"
"1138","691-2",7,0.29,"L","AdLib"
"1139","691-2",8,0.36,"L","AdLib"
"1140","691-3",0,0,"L","AdLib"
"1141","691-3",1,0.26,"L","AdLib"
"1142","691-3",2,0.14,"L","AdLib"
"1143","691-3",3,0.01,"L","AdLib"
"1144","691-3",4,0.01,"L","AdLib"
"1145","691-3",5,0.01,"L","AdLib"
"1146","691-3",6,0,"L","AdLib"
"1147","691-3",7,0,"L","AdLib"
"1148","691-3",8,0.01,"L","AdLib"
"1149","691-4",0,0,"L","AdLib"
"1150","691-4",1,0,"L","AdLib"
"1151","691-4",2,0,"L","AdLib"
"1152","691-4",3,0,"L","AdLib"
"1153","691-4",4,0,"L","AdLib"
"1154","691-4",5,0,"L","AdLib"
"1155","691-4",6,0,"L","AdLib"
"1156","691-4",7,0,"L","AdLib"
"1157","691-4",8,0,"L","AdLib"
"1158","692-1",0,0.88,"OB","AdLib"
"1159","692-1",1,0.68,"OB","AdLib"
"1160","692-1",2,0.33,"OB","AdLib"
"1161","692-1",3,0.22,"OB","AdLib"
"1162","692-1",4,0.09,"OB","AdLib"
"1163","692-1",5,0.05,"OB","AdLib"
"1164","692-1",6,0.02,"OB","AdLib"
"1165","692-1",7,0.01,"OB","AdLib"
"1166","692-1",8,0,"OB","AdLib"
"1167","692-2",0,0.46,"OB","AdLib"
"1168","692-2",1,0.17,"OB","AdLib"
"1169","692-2",2,0.02,"OB","AdLib"
"1170","692-2",3,0,"OB","AdLib"
"1171","692-2",4,0,"OB","AdLib"
"1172","692-2",5,0,"OB","AdLib"
"1173","692-2",6,0,"OB","AdLib"
"1174","692-2",7,0,"OB","AdLib"
"1175","692-2",8,0.04,"OB","AdLib"
"1176","696-1",0,1.49,"L","AdLib"
"1177","696-1",1,0.84,"L","AdLib"
"1178","696-1",2,0.74,"L","AdLib"
"1179","696-1",3,0.55,"L","AdLib"
"1180","696-1",4,0.4,"L","AdLib"
"1181","696-1",5,0.56,"L","AdLib"
"1182","696-1",6,0.35,"L","AdLib"
"1183","696-1",7,0.38,"L","AdLib"
"1184","696-1",8,0.1,"L","AdLib"
"1185","696-2",0,1.58,"L","AdLib"
"1186","696-2",1,0.95,"L","AdLib"
"1187","696-2",2,0.67,"L","AdLib"
"1188","696-2",3,0.32,"L","AdLib"
"1189","696-2",4,0.32,"L","AdLib"
"1190","696-2",5,0.34,"L","AdLib"
"1191","696-2",6,0.15,"L","AdLib"
"1192","696-2",7,0.14,"L","AdLib"
"1193","696-2",8,0.11,"L","AdLib"
"1194","696-3",0,0.06,"L","AdLib"
"1195","696-3",1,0.1,"L","AdLib"
"1196","696-3",2,0.08,"L","AdLib"
"1197","696-3",3,0,"L","AdLib"
"1198","696-3",4,0,"L","AdLib"
"1199","696-3",5,0,"L","AdLib"
"1200","696-3",6,0,"L","AdLib"
"1201","696-3",7,0,"L","AdLib"
"1202","696-3",8,0,"L","AdLib"
